application_number,application_year,application_date,xml_relative_path
9893505,2003,20030102,xml_files\pa030102_09893505_20030102.xml
10045293,2003,20030102,xml_files\pa030102_10045293_20030102.xml
9896329,2003,20030102,xml_files\pa030102_09896329_20030102.xml
9896598,2003,20030102,xml_files\pa030102_09896598_20030102.xml
9897509,2003,20030102,xml_files\pa030102_09897509_20030102.xml
10168916,2003,20030102,xml_files\pa030102_10168916_20030102.xml
10168917,2003,20030102,xml_files\pa030102_10168917_20030102.xml
10182512,2003,20030102,xml_files\pa030102_10182512_20030102.xml
10057859,2003,20030102,xml_files\pa030102_10057859_20030102.xml
9884564,2003,20030102,xml_files\pa030102_09884564_20030102.xml
10160084,2003,20030102,xml_files\pa030102_10160084_20030102.xml
10180166,2003,20030102,xml_files\pa030102_10180166_20030102.xml
9880277,2003,20030102,xml_files\pa030102_09880277_20030102.xml
9894303,2003,20030102,xml_files\pa030102_09894303_20030102.xml
10205210,2003,20030102,xml_files\pa030102_10205210_20030102.xml
9939159,2003,20030102,xml_files\pa030102_09939159_20030102.xml
10146057,2003,20030102,xml_files\pa030102_10146057_20030102.xml
10179297,2003,20030102,xml_files\pa030102_10179297_20030102.xml
10186525,2003,20030102,xml_files\pa030102_10186525_20030102.xml
10178162,2003,20030102,xml_files\pa030102_10178162_20030102.xml
10082560,2003,20030102,xml_files\pa030102_10082560_20030102.xml
10226177,2003,20030102,xml_files\pa030102_10226177_20030102.xml
9880583,2003,20030102,xml_files\pa030102_09880583_20030102.xml
10203324,2003,20030102,xml_files\pa030102_10203324_20030102.xml
10005158,2003,20030102,xml_files\pa030102_10005158_20030102.xml
10148187,2003,20030102,xml_files\pa030102_10148187_20030102.xml
9893466,2003,20030102,xml_files\pa030102_09893466_20030102.xml
10186441,2003,20030102,xml_files\pa030102_10186441_20030102.xml
9888674,2003,20030102,xml_files\pa030102_09888674_20030102.xml
9896409,2003,20030102,xml_files\pa030102_09896409_20030102.xml
10149951,2003,20030102,xml_files\pa030102_10149951_20030102.xml
9841856,2003,20030102,xml_files\pa030102_09841856_20030102.xml
10029585,2003,20030102,xml_files\pa030102_10029585_20030102.xml
10150688,2003,20030102,xml_files\pa030102_10150688_20030102.xml
9894451,2003,20030102,xml_files\pa030102_09894451_20030102.xml
10179482,2003,20030102,xml_files\pa030102_10179482_20030102.xml
10174913,2003,20030102,xml_files\pa030102_10174913_20030102.xml
10169996,2003,20030102,xml_files\pa030102_10169996_20030102.xml
10187156,2003,20030102,xml_files\pa030102_10187156_20030102.xml
10141765,2003,20030102,xml_files\pa030102_10141765_20030102.xml
10186512,2003,20030102,xml_files\pa030102_10186512_20030102.xml
10172105,2003,20030102,xml_files\pa030102_10172105_20030102.xml
9893056,2003,20030102,xml_files\pa030102_09893056_20030102.xml
9893058,2003,20030102,xml_files\pa030102_09893058_20030102.xml
9876284,2003,20030102,xml_files\pa030102_09876284_20030102.xml
9893942,2003,20030102,xml_files\pa030102_09893942_20030102.xml
9894001,2003,20030102,xml_files\pa030102_09894001_20030102.xml
10151995,2003,20030102,xml_files\pa030102_10151995_20030102.xml
10178255,2003,20030102,xml_files\pa030102_10178255_20030102.xml
10186538,2003,20030102,xml_files\pa030102_10186538_20030102.xml
10224553,2003,20030102,xml_files\pa030102_10224553_20030102.xml
10224649,2003,20030102,xml_files\pa030102_10224649_20030102.xml
9896397,2003,20030102,xml_files\pa030102_09896397_20030102.xml
10169049,2003,20030102,xml_files\pa030102_10169049_20030102.xml
10175882,2003,20030102,xml_files\pa030102_10175882_20030102.xml
10169634,2003,20030102,xml_files\pa030102_10169634_20030102.xml
10178707,2003,20030102,xml_files\pa030102_10178707_20030102.xml
9949223,2003,20030102,xml_files\pa030102_09949223_20030102.xml
9949499,2003,20030102,xml_files\pa030102_09949499_20030102.xml
9893071,2003,20030102,xml_files\pa030102_09893071_20030102.xml
10182499,2003,20030102,xml_files\pa030102_10182499_20030102.xml
10226582,2003,20030102,xml_files\pa030102_10226582_20030102.xml
10164795,2003,20030102,xml_files\pa030102_10164795_20030102.xml
10181618,2003,20030102,xml_files\pa030102_10181618_20030102.xml
10180470,2003,20030102,xml_files\pa030102_10180470_20030102.xml
9895441,2003,20030102,xml_files\pa030102_09895441_20030102.xml
10161227,2003,20030102,xml_files\pa030102_10161227_20030102.xml
9898853,2003,20030102,xml_files\pa030102_09898853_20030102.xml
10172386,2003,20030102,xml_files\pa030102_10172386_20030102.xml
9894875,2003,20030102,xml_files\pa030102_09894875_20030102.xml
10153860,2003,20030102,xml_files\pa030102_10153860_20030102.xml
9894443,2003,20030102,xml_files\pa030102_09894443_20030102.xml
9896775,2003,20030102,xml_files\pa030102_09896775_20030102.xml
10183755,2003,20030102,xml_files\pa030102_10183755_20030102.xml
9981568,2003,20030102,xml_files\pa030102_09981568_20030102.xml
9896726,2003,20030102,xml_files\pa030102_09896726_20030102.xml
10179182,2003,20030102,xml_files\pa030102_10179182_20030102.xml
10034584,2003,20030102,xml_files\pa030102_10034584_20030102.xml
10181665,2003,20030102,xml_files\pa030102_10181665_20030102.xml
10179942,2003,20030102,xml_files\pa030102_10179942_20030102.xml
10162979,2003,20030102,xml_files\pa030102_10162979_20030102.xml
10154388,2003,20030102,xml_files\pa030102_10154388_20030102.xml
10147165,2003,20030102,xml_files\pa030102_10147165_20030102.xml
9895769,2003,20030102,xml_files\pa030102_09895769_20030102.xml
10181168,2003,20030102,xml_files\pa030102_10181168_20030102.xml
9895276,2003,20030102,xml_files\pa030102_09895276_20030102.xml
10177760,2003,20030102,xml_files\pa030102_10177760_20030102.xml
9892554,2003,20030102,xml_files\pa030102_09892554_20030102.xml
10159863,2003,20030102,xml_files\pa030102_10159863_20030102.xml
10167107,2003,20030102,xml_files\pa030102_10167107_20030102.xml
10186542,2003,20030102,xml_files\pa030102_10186542_20030102.xml
10147702,2003,20030102,xml_files\pa030102_10147702_20030102.xml
10192235,2003,20030102,xml_files\pa030102_10192235_20030102.xml
9894157,2003,20030102,xml_files\pa030102_09894157_20030102.xml
9895901,2003,20030102,xml_files\pa030102_09895901_20030102.xml
10165236,2003,20030102,xml_files\pa030102_10165236_20030102.xml
10146666,2003,20030102,xml_files\pa030102_10146666_20030102.xml
9892582,2003,20030102,xml_files\pa030102_09892582_20030102.xml
10182007,2003,20030102,xml_files\pa030102_10182007_20030102.xml
9895683,2003,20030102,xml_files\pa030102_09895683_20030102.xml
10174213,2003,20030102,xml_files\pa030102_10174213_20030102.xml
10181400,2003,20030102,xml_files\pa030102_10181400_20030102.xml
10218440,2003,20030102,xml_files\pa030102_10218440_20030102.xml
10176397,2003,20030102,xml_files\pa030102_10176397_20030102.xml
9681963,2003,20030102,xml_files\pa030102_09681963_20030102.xml
9876752,2003,20030102,xml_files\pa030102_09876752_20030102.xml
10125345,2003,20030102,xml_files\pa030102_10125345_20030102.xml
10183623,2003,20030102,xml_files\pa030102_10183623_20030102.xml
10230082,2003,20030102,xml_files\pa030102_10230082_20030102.xml
9892255,2003,20030102,xml_files\pa030102_09892255_20030102.xml
9895933,2003,20030102,xml_files\pa030102_09895933_20030102.xml
10159119,2003,20030102,xml_files\pa030102_10159119_20030102.xml
10181594,2003,20030102,xml_files\pa030102_10181594_20030102.xml
9880885,2003,20030102,xml_files\pa030102_09880885_20030102.xml
10101047,2003,20030102,xml_files\pa030102_10101047_20030102.xml
10189963,2003,20030102,xml_files\pa030102_10189963_20030102.xml
10179914,2003,20030102,xml_files\pa030102_10179914_20030102.xml
10124057,2003,20030102,xml_files\pa030102_10124057_20030102.xml
10191321,2003,20030102,xml_files\pa030102_10191321_20030102.xml
10214478,2003,20030102,xml_files\pa030102_10214478_20030102.xml
10082581,2003,20030102,xml_files\pa030102_10082581_20030102.xml
9897550,2003,20030102,xml_files\pa030102_09897550_20030102.xml
9897551,2003,20030102,xml_files\pa030102_09897551_20030102.xml
9871885,2003,20030102,xml_files\pa030102_09871885_20030102.xml
10235451,2003,20030102,xml_files\pa030102_10235451_20030102.xml
10178569,2003,20030102,xml_files\pa030102_10178569_20030102.xml
10146596,2003,20030102,xml_files\pa030102_10146596_20030102.xml
9855975,2003,20030102,xml_files\pa030102_09855975_20030102.xml
10085656,2003,20030102,xml_files\pa030102_10085656_20030102.xml
10167540,2003,20030102,xml_files\pa030102_10167540_20030102.xml
10180007,2003,20030102,xml_files\pa030102_10180007_20030102.xml
10217872,2003,20030102,xml_files\pa030102_10217872_20030102.xml
10169797,2003,20030102,xml_files\pa030102_10169797_20030102.xml
9937223,2003,20030102,xml_files\pa030102_09937223_20030102.xml
10180225,2003,20030102,xml_files\pa030102_10180225_20030102.xml
10176431,2003,20030102,xml_files\pa030102_10176431_20030102.xml
10139085,2003,20030102,xml_files\pa030102_10139085_20030102.xml
10179337,2003,20030102,xml_files\pa030102_10179337_20030102.xml
10173602,2003,20030102,xml_files\pa030102_10173602_20030102.xml
10133366,2003,20030102,xml_files\pa030102_10133366_20030102.xml
9881817,2003,20030102,xml_files\pa030102_09881817_20030102.xml
9877336,2003,20030102,xml_files\pa030102_09877336_20030102.xml
9896673,2003,20030102,xml_files\pa030102_09896673_20030102.xml
10008318,2003,20030102,xml_files\pa030102_10008318_20030102.xml
10082584,2003,20030102,xml_files\pa030102_10082584_20030102.xml
9894003,2003,20030102,xml_files\pa030102_09894003_20030102.xml
10185596,2003,20030102,xml_files\pa030102_10185596_20030102.xml
9894338,2003,20030102,xml_files\pa030102_09894338_20030102.xml
10180248,2003,20030102,xml_files\pa030102_10180248_20030102.xml
10236378,2003,20030102,xml_files\pa030102_10236378_20030102.xml
10234694,2003,20030102,xml_files\pa030102_10234694_20030102.xml
9896735,2003,20030102,xml_files\pa030102_09896735_20030102.xml
9882010,2003,20030102,xml_files\pa030102_09882010_20030102.xml
9892624,2003,20030102,xml_files\pa030102_09892624_20030102.xml
10169876,2003,20030102,xml_files\pa030102_10169876_20030102.xml
10188017,2003,20030102,xml_files\pa030102_10188017_20030102.xml
9577766,2003,20030102,xml_files\pa030102_09577766_20030102.xml
9896224,2003,20030102,xml_files\pa030102_09896224_20030102.xml
9879885,2003,20030102,xml_files\pa030102_09879885_20030102.xml
10167669,2003,20030102,xml_files\pa030102_10167669_20030102.xml
10182487,2003,20030102,xml_files\pa030102_10182487_20030102.xml
10116078,2003,20030102,xml_files\pa030102_10116078_20030102.xml
10187421,2003,20030102,xml_files\pa030102_10187421_20030102.xml
10086836,2003,20030102,xml_files\pa030102_10086836_20030102.xml
10156894,2003,20030102,xml_files\pa030102_10156894_20030102.xml
10233987,2003,20030102,xml_files\pa030102_10233987_20030102.xml
10073027,2003,20030102,xml_files\pa030102_10073027_20030102.xml
10124100,2003,20030102,xml_files\pa030102_10124100_20030102.xml
10234347,2003,20030102,xml_files\pa030102_10234347_20030102.xml
10234348,2003,20030102,xml_files\pa030102_10234348_20030102.xml
10234623,2003,20030102,xml_files\pa030102_10234623_20030102.xml
10183675,2003,20030102,xml_files\pa030102_10183675_20030102.xml
10164881,2003,20030102,xml_files\pa030102_10164881_20030102.xml
9892515,2003,20030102,xml_files\pa030102_09892515_20030102.xml
10186089,2003,20030102,xml_files\pa030102_10186089_20030102.xml
10181257,2003,20030102,xml_files\pa030102_10181257_20030102.xml
10084605,2003,20030102,xml_files\pa030102_10084605_20030102.xml
9897376,2003,20030102,xml_files\pa030102_09897376_20030102.xml
10064488,2003,20030102,xml_files\pa030102_10064488_20030102.xml
10182749,2003,20030102,xml_files\pa030102_10182749_20030102.xml
10158392,2003,20030102,xml_files\pa030102_10158392_20030102.xml
10201049,2003,20030102,xml_files\pa030102_10201049_20030102.xml
9892270,2003,20030102,xml_files\pa030102_09892270_20030102.xml
10158217,2003,20030102,xml_files\pa030102_10158217_20030102.xml
10225016,2003,20030102,xml_files\pa030102_10225016_20030102.xml
9872175,2003,20030102,xml_files\pa030102_09872175_20030102.xml
10182758,2003,20030102,xml_files\pa030102_10182758_20030102.xml
10167922,2003,20030102,xml_files\pa030102_10167922_20030102.xml
9895838,2003,20030102,xml_files\pa030102_09895838_20030102.xml
10232212,2003,20030102,xml_files\pa030102_10232212_20030102.xml
9898872,2003,20030102,xml_files\pa030102_09898872_20030102.xml
10233861,2003,20030102,xml_files\pa030102_10233861_20030102.xml
10182525,2003,20030102,xml_files\pa030102_10182525_20030102.xml
9897812,2003,20030102,xml_files\pa030102_09897812_20030102.xml
9896948,2003,20030102,xml_files\pa030102_09896948_20030102.xml
9896683,2003,20030102,xml_files\pa030102_09896683_20030102.xml
9893930,2003,20030102,xml_files\pa030102_09893930_20030102.xml
10162119,2003,20030102,xml_files\pa030102_10162119_20030102.xml
10226548,2003,20030102,xml_files\pa030102_10226548_20030102.xml
10181150,2003,20030102,xml_files\pa030102_10181150_20030102.xml
10169806,2003,20030102,xml_files\pa030102_10169806_20030102.xml
10135315,2003,20030102,xml_files\pa030102_10135315_20030102.xml
10163020,2003,20030102,xml_files\pa030102_10163020_20030102.xml
10144635,2003,20030102,xml_files\pa030102_10144635_20030102.xml
10227262,2003,20030102,xml_files\pa030102_10227262_20030102.xml
10230491,2003,20030102,xml_files\pa030102_10230491_20030102.xml
10079896,2003,20030102,xml_files\pa030102_10079896_20030102.xml
10230490,2003,20030102,xml_files\pa030102_10230490_20030102.xml
9895341,2003,20030102,xml_files\pa030102_09895341_20030102.xml
9896127,2003,20030102,xml_files\pa030102_09896127_20030102.xml
10166421,2003,20030102,xml_files\pa030102_10166421_20030102.xml
9895511,2003,20030102,xml_files\pa030102_09895511_20030102.xml
9893271,2003,20030102,xml_files\pa030102_09893271_20030102.xml
9895566,2003,20030102,xml_files\pa030102_09895566_20030102.xml
10157180,2003,20030102,xml_files\pa030102_10157180_20030102.xml
10169406,2003,20030102,xml_files\pa030102_10169406_20030102.xml
10177540,2003,20030102,xml_files\pa030102_10177540_20030102.xml
10175831,2003,20030102,xml_files\pa030102_10175831_20030102.xml
10158051,2003,20030102,xml_files\pa030102_10158051_20030102.xml
9896568,2003,20030102,xml_files\pa030102_09896568_20030102.xml
10181423,2003,20030102,xml_files\pa030102_10181423_20030102.xml
10149445,2003,20030102,xml_files\pa030102_10149445_20030102.xml
10169086,2003,20030102,xml_files\pa030102_10169086_20030102.xml
10108501,2003,20030102,xml_files\pa030102_10108501_20030102.xml
10181669,2003,20030102,xml_files\pa030102_10181669_20030102.xml
9872099,2003,20030102,xml_files\pa030102_09872099_20030102.xml
10115111,2003,20030102,xml_files\pa030102_10115111_20030102.xml
10222928,2003,20030102,xml_files\pa030102_10222928_20030102.xml
10182009,2003,20030102,xml_files\pa030102_10182009_20030102.xml
10076112,2003,20030102,xml_files\pa030102_10076112_20030102.xml
9962824,2003,20030102,xml_files\pa030102_09962824_20030102.xml
10149977,2003,20030102,xml_files\pa030102_10149977_20030102.xml
10182068,2003,20030102,xml_files\pa030102_10182068_20030102.xml
10186527,2003,20030102,xml_files\pa030102_10186527_20030102.xml
10222904,2003,20030102,xml_files\pa030102_10222904_20030102.xml
9891826,2003,20030102,xml_files\pa030102_09891826_20030102.xml
9893826,2003,20030102,xml_files\pa030102_09893826_20030102.xml
10166663,2003,20030102,xml_files\pa030102_10166663_20030102.xml
10119540,2003,20030102,xml_files\pa030102_10119540_20030102.xml
10184981,2003,20030102,xml_files\pa030102_10184981_20030102.xml
10151350,2003,20030102,xml_files\pa030102_10151350_20030102.xml
10143378,2003,20030102,xml_files\pa030102_10143378_20030102.xml
10186845,2003,20030102,xml_files\pa030102_10186845_20030102.xml
9894386,2003,20030102,xml_files\pa030102_09894386_20030102.xml
10222315,2003,20030102,xml_files\pa030102_10222315_20030102.xml
10154161,2003,20030102,xml_files\pa030102_10154161_20030102.xml
10161801,2003,20030102,xml_files\pa030102_10161801_20030102.xml
10181649,2003,20030102,xml_files\pa030102_10181649_20030102.xml
10185331,2003,20030102,xml_files\pa030102_10185331_20030102.xml
9893840,2003,20030102,xml_files\pa030102_09893840_20030102.xml
10225064,2003,20030102,xml_files\pa030102_10225064_20030102.xml
10105620,2003,20030102,xml_files\pa030102_10105620_20030102.xml
10108546,2003,20030102,xml_files\pa030102_10108546_20030102.xml
10203603,2003,20030102,xml_files\pa030102_10203603_20030102.xml
10234218,2003,20030102,xml_files\pa030102_10234218_20030102.xml
10180710,2003,20030102,xml_files\pa030102_10180710_20030102.xml
9881796,2003,20030102,xml_files\pa030102_09881796_20030102.xml
10181532,2003,20030102,xml_files\pa030102_10181532_20030102.xml
10180966,2003,20030102,xml_files\pa030102_10180966_20030102.xml
10182404,2003,20030102,xml_files\pa030102_10182404_20030102.xml
10162021,2003,20030102,xml_files\pa030102_10162021_20030102.xml
10203534,2003,20030102,xml_files\pa030102_10203534_20030102.xml
10126898,2003,20030102,xml_files\pa030102_10126898_20030102.xml
10065087,2003,20030102,xml_files\pa030102_10065087_20030102.xml
10228908,2003,20030102,xml_files\pa030102_10228908_20030102.xml
10180123,2003,20030102,xml_files\pa030102_10180123_20030102.xml
10135056,2003,20030102,xml_files\pa030102_10135056_20030102.xml
9896739,2003,20030102,xml_files\pa030102_09896739_20030102.xml
10209010,2003,20030102,xml_files\pa030102_10209010_20030102.xml
10063936,2003,20030102,xml_files\pa030102_10063936_20030102.xml
10203602,2003,20030102,xml_files\pa030102_10203602_20030102.xml
9892672,2003,20030102,xml_files\pa030102_09892672_20030102.xml
10215516,2003,20030102,xml_files\pa030102_10215516_20030102.xml
9892598,2003,20030102,xml_files\pa030102_09892598_20030102.xml
9753627,2003,20030102,xml_files\pa030102_09753627_20030102.xml
9897338,2003,20030102,xml_files\pa030102_09897338_20030102.xml
10209827,2003,20030102,xml_files\pa030102_10209827_20030102.xml
9927433,2003,20030102,xml_files\pa030102_09927433_20030102.xml
10184967,2003,20030102,xml_files\pa030102_10184967_20030102.xml
10171743,2003,20030102,xml_files\pa030102_10171743_20030102.xml
10198698,2003,20030102,xml_files\pa030102_10198698_20030102.xml
9896464,2003,20030102,xml_files\pa030102_09896464_20030102.xml
10179976,2003,20030102,xml_files\pa030102_10179976_20030102.xml
10178214,2003,20030102,xml_files\pa030102_10178214_20030102.xml
10185583,2003,20030102,xml_files\pa030102_10185583_20030102.xml
10178506,2003,20030102,xml_files\pa030102_10178506_20030102.xml
10231070,2003,20030102,xml_files\pa030102_10231070_20030102.xml
10231287,2003,20030102,xml_files\pa030102_10231287_20030102.xml
10169982,2003,20030102,xml_files\pa030102_10169982_20030102.xml
10237218,2003,20030102,xml_files\pa030102_10237218_20030102.xml
9894983,2003,20030102,xml_files\pa030102_09894983_20030102.xml
9893524,2003,20030102,xml_files\pa030102_09893524_20030102.xml
10093104,2003,20030102,xml_files\pa030102_10093104_20030102.xml
10203898,2003,20030102,xml_files\pa030102_10203898_20030102.xml
10153951,2003,20030102,xml_files\pa030102_10153951_20030102.xml
10234558,2003,20030102,xml_files\pa030102_10234558_20030102.xml
9985869,2003,20030102,xml_files\pa030102_09985869_20030102.xml
9943432,2003,20030102,xml_files\pa030102_09943432_20030102.xml
10149684,2003,20030102,xml_files\pa030102_10149684_20030102.xml
9897513,2003,20030102,xml_files\pa030102_09897513_20030102.xml
10138026,2003,20030102,xml_files\pa030102_10138026_20030102.xml
10177401,2003,20030102,xml_files\pa030102_10177401_20030102.xml
9895426,2003,20030102,xml_files\pa030102_09895426_20030102.xml
10155687,2003,20030102,xml_files\pa030102_10155687_20030102.xml
10234149,2003,20030102,xml_files\pa030102_10234149_20030102.xml
9895190,2003,20030102,xml_files\pa030102_09895190_20030102.xml
10182254,2003,20030102,xml_files\pa030102_10182254_20030102.xml
10160041,2003,20030102,xml_files\pa030102_10160041_20030102.xml
10137474,2003,20030102,xml_files\pa030102_10137474_20030102.xml
9681953,2003,20030102,xml_files\pa030102_09681953_20030102.xml
9894520,2003,20030102,xml_files\pa030102_09894520_20030102.xml
9681929,2003,20030102,xml_files\pa030102_09681929_20030102.xml
10046606,2003,20030102,xml_files\pa030102_10046606_20030102.xml
10094222,2003,20030102,xml_files\pa030102_10094222_20030102.xml
10192202,2003,20030102,xml_files\pa030102_10192202_20030102.xml
9895460,2003,20030102,xml_files\pa030102_09895460_20030102.xml
10182000,2003,20030102,xml_files\pa030102_10182000_20030102.xml
10000014,2003,20030102,xml_files\pa030102_10000014_20030102.xml
9893864,2003,20030102,xml_files\pa030102_09893864_20030102.xml
9893816,2003,20030102,xml_files\pa030102_09893816_20030102.xml
9733714,2003,20030102,xml_files\pa030102_09733714_20030102.xml
9896557,2003,20030102,xml_files\pa030102_09896557_20030102.xml
10168835,2003,20030102,xml_files\pa030102_10168835_20030102.xml
10121528,2003,20030102,xml_files\pa030102_10121528_20030102.xml
10117206,2003,20030102,xml_files\pa030102_10117206_20030102.xml
10158108,2003,20030102,xml_files\pa030102_10158108_20030102.xml
10219434,2003,20030102,xml_files\pa030102_10219434_20030102.xml
9896493,2003,20030102,xml_files\pa030102_09896493_20030102.xml
10180305,2003,20030102,xml_files\pa030102_10180305_20030102.xml
10183645,2003,20030102,xml_files\pa030102_10183645_20030102.xml
10228199,2003,20030102,xml_files\pa030102_10228199_20030102.xml
10102618,2003,20030102,xml_files\pa030102_10102618_20030102.xml
10204475,2003,20030102,xml_files\pa030102_10204475_20030102.xml
10183217,2003,20030102,xml_files\pa030102_10183217_20030102.xml
10175237,2003,20030102,xml_files\pa030102_10175237_20030102.xml
9895332,2003,20030102,xml_files\pa030102_09895332_20030102.xml
9898631,2003,20030102,xml_files\pa030102_09898631_20030102.xml
9892262,2003,20030102,xml_files\pa030102_09892262_20030102.xml
10230424,2003,20030102,xml_files\pa030102_10230424_20030102.xml
9309804,2003,20030102,xml_files\pa030102_09309804_20030102.xml
10226040,2003,20030102,xml_files\pa030102_10226040_20030102.xml
10237066,2003,20030102,xml_files\pa030102_10237066_20030102.xml
10165756,2003,20030102,xml_files\pa030102_10165756_20030102.xml
9506451,2003,20030102,xml_files\pa030102_09506451_20030102.xml
9894953,2003,20030102,xml_files\pa030102_09894953_20030102.xml
9949220,2003,20030102,xml_files\pa030102_09949220_20030102.xml
10148278,2003,20030102,xml_files\pa030102_10148278_20030102.xml
10184307,2003,20030102,xml_files\pa030102_10184307_20030102.xml
9406531,2003,20030102,xml_files\pa030102_09406531_20030102.xml
10162233,2003,20030102,xml_files\pa030102_10162233_20030102.xml
10169275,2003,20030102,xml_files\pa030102_10169275_20030102.xml
10083117,2003,20030102,xml_files\pa030102_10083117_20030102.xml
10168098,2003,20030102,xml_files\pa030102_10168098_20030102.xml
9898981,2003,20030102,xml_files\pa030102_09898981_20030102.xml
9942266,2003,20030102,xml_files\pa030102_09942266_20030102.xml
10163384,2003,20030102,xml_files\pa030102_10163384_20030102.xml
9893882,2003,20030102,xml_files\pa030102_09893882_20030102.xml
9898410,2003,20030102,xml_files\pa030102_09898410_20030102.xml
10157441,2003,20030102,xml_files\pa030102_10157441_20030102.xml
10189472,2003,20030102,xml_files\pa030102_10189472_20030102.xml
10103666,2003,20030102,xml_files\pa030102_10103666_20030102.xml
10189297,2003,20030102,xml_files\pa030102_10189297_20030102.xml
10233921,2003,20030102,xml_files\pa030102_10233921_20030102.xml
9896805,2003,20030102,xml_files\pa030102_09896805_20030102.xml
10159979,2003,20030102,xml_files\pa030102_10159979_20030102.xml
9888201,2003,20030102,xml_files\pa030102_09888201_20030102.xml
9888205,2003,20030102,xml_files\pa030102_09888205_20030102.xml
9892823,2003,20030102,xml_files\pa030102_09892823_20030102.xml
9895627,2003,20030102,xml_files\pa030102_09895627_20030102.xml
10114731,2003,20030102,xml_files\pa030102_10114731_20030102.xml
10064132,2003,20030102,xml_files\pa030102_10064132_20030102.xml
9971584,2003,20030102,xml_files\pa030102_09971584_20030102.xml
9871692,2003,20030102,xml_files\pa030102_09871692_20030102.xml
10171192,2003,20030102,xml_files\pa030102_10171192_20030102.xml
10176072,2003,20030102,xml_files\pa030102_10176072_20030102.xml
10178347,2003,20030102,xml_files\pa030102_10178347_20030102.xml
10223470,2003,20030102,xml_files\pa030102_10223470_20030102.xml
10155291,2003,20030102,xml_files\pa030102_10155291_20030102.xml
10178346,2003,20030102,xml_files\pa030102_10178346_20030102.xml
10223424,2003,20030102,xml_files\pa030102_10223424_20030102.xml
9865068,2003,20030102,xml_files\pa030102_09865068_20030102.xml
10182331,2003,20030102,xml_files\pa030102_10182331_20030102.xml
9894776,2003,20030102,xml_files\pa030102_09894776_20030102.xml
9893066,2003,20030102,xml_files\pa030102_09893066_20030102.xml
10180112,2003,20030102,xml_files\pa030102_10180112_20030102.xml
9898318,2003,20030102,xml_files\pa030102_09898318_20030102.xml
10180476,2003,20030102,xml_files\pa030102_10180476_20030102.xml
9895425,2003,20030102,xml_files\pa030102_09895425_20030102.xml
9870140,2003,20030102,xml_files\pa030102_09870140_20030102.xml
9894277,2003,20030102,xml_files\pa030102_09894277_20030102.xml
9681960,2003,20030102,xml_files\pa030102_09681960_20030102.xml
10217628,2003,20030102,xml_files\pa030102_10217628_20030102.xml
10181706,2003,20030102,xml_files\pa030102_10181706_20030102.xml
10182389,2003,20030102,xml_files\pa030102_10182389_20030102.xml
10186390,2003,20030102,xml_files\pa030102_10186390_20030102.xml
9896625,2003,20030102,xml_files\pa030102_09896625_20030102.xml
9896697,2003,20030102,xml_files\pa030102_09896697_20030102.xml
10164706,2003,20030102,xml_files\pa030102_10164706_20030102.xml
10153622,2003,20030102,xml_files\pa030102_10153622_20030102.xml
10041607,2003,20030102,xml_files\pa030102_10041607_20030102.xml
10071443,2003,20030102,xml_files\pa030102_10071443_20030102.xml
10185553,2003,20030102,xml_files\pa030102_10185553_20030102.xml
9339027,2003,20030102,xml_files\pa030102_09339027_20030102.xml
10183780,2003,20030102,xml_files\pa030102_10183780_20030102.xml
10242692,2003,20030102,xml_files\pa030102_10242692_20030102.xml
10181520,2003,20030102,xml_files\pa030102_10181520_20030102.xml
9894383,2003,20030102,xml_files\pa030102_09894383_20030102.xml
10144057,2003,20030102,xml_files\pa030102_10144057_20030102.xml
10225141,2003,20030102,xml_files\pa030102_10225141_20030102.xml
10082282,2003,20030102,xml_files\pa030102_10082282_20030102.xml
10230416,2003,20030102,xml_files\pa030102_10230416_20030102.xml
9894557,2003,20030102,xml_files\pa030102_09894557_20030102.xml
10175425,2003,20030102,xml_files\pa030102_10175425_20030102.xml
9895574,2003,20030102,xml_files\pa030102_09895574_20030102.xml
9895642,2003,20030102,xml_files\pa030102_09895642_20030102.xml
10182552,2003,20030102,xml_files\pa030102_10182552_20030102.xml
9895447,2003,20030102,xml_files\pa030102_09895447_20030102.xml
9895164,2003,20030102,xml_files\pa030102_09895164_20030102.xml
10035260,2003,20030102,xml_files\pa030102_10035260_20030102.xml
9883705,2003,20030102,xml_files\pa030102_09883705_20030102.xml
9803708,2003,20030102,xml_files\pa030102_09803708_20030102.xml
9854466,2003,20030102,xml_files\pa030102_09854466_20030102.xml
10076725,2003,20030102,xml_files\pa030102_10076725_20030102.xml
9846442,2003,20030102,xml_files\pa030102_09846442_20030102.xml
10129115,2003,20030102,xml_files\pa030102_10129115_20030102.xml
10139461,2003,20030102,xml_files\pa030102_10139461_20030102.xml
10086619,2003,20030102,xml_files\pa030102_10086619_20030102.xml
9973720,2003,20030102,xml_files\pa030102_09973720_20030102.xml
10101114,2003,20030102,xml_files\pa030102_10101114_20030102.xml
10105350,2003,20030102,xml_files\pa030102_10105350_20030102.xml
9875323,2003,20030102,xml_files\pa030102_09875323_20030102.xml
10132387,2003,20030102,xml_files\pa030102_10132387_20030102.xml
10074010,2003,20030102,xml_files\pa030102_10074010_20030102.xml
10193047,2003,20030102,xml_files\pa030102_10193047_20030102.xml
10103387,2003,20030102,xml_files\pa030102_10103387_20030102.xml
10182005,2003,20030102,xml_files\pa030102_10182005_20030102.xml
