application_number,application_year,application_date,xml_relative_path
10184923,2003,20030102,xml_files\pa030102_10184923_20030102.xml
10163535,2003,20030102,xml_files\pa030102_10163535_20030102.xml
10164638,2003,20030102,xml_files\pa030102_10164638_20030102.xml
9894270,2003,20030102,xml_files\pa030102_09894270_20030102.xml
10113836,2003,20030102,xml_files\pa030102_10113836_20030102.xml
10183551,2003,20030102,xml_files\pa030102_10183551_20030102.xml
10169566,2003,20030102,xml_files\pa030102_10169566_20030102.xml
10164757,2003,20030102,xml_files\pa030102_10164757_20030102.xml
10184728,2003,20030102,xml_files\pa030102_10184728_20030102.xml
10169868,2003,20030102,xml_files\pa030102_10169868_20030102.xml
10174593,2003,20030102,xml_files\pa030102_10174593_20030102.xml
10184843,2003,20030102,xml_files\pa030102_10184843_20030102.xml
10166647,2003,20030102,xml_files\pa030102_10166647_20030102.xml
10169617,2003,20030102,xml_files\pa030102_10169617_20030102.xml
10170408,2003,20030102,xml_files\pa030102_10170408_20030102.xml
10046781,2003,20030102,xml_files\pa030102_10046781_20030102.xml
10158308,2003,20030102,xml_files\pa030102_10158308_20030102.xml
10052469,2003,20030102,xml_files\pa030102_10052469_20030102.xml
10179201,2003,20030102,xml_files\pa030102_10179201_20030102.xml
9894591,2003,20030102,xml_files\pa030102_09894591_20030102.xml
9895945,2003,20030102,xml_files\pa030102_09895945_20030102.xml
10115870,2003,20030102,xml_files\pa030102_10115870_20030102.xml
9897857,2003,20030102,xml_files\pa030102_09897857_20030102.xml
10160872,2003,20030102,xml_files\pa030102_10160872_20030102.xml
10163775,2003,20030102,xml_files\pa030102_10163775_20030102.xml
10177125,2003,20030102,xml_files\pa030102_10177125_20030102.xml
10182468,2003,20030102,xml_files\pa030102_10182468_20030102.xml
10075726,2003,20030102,xml_files\pa030102_10075726_20030102.xml
10176389,2003,20030102,xml_files\pa030102_10176389_20030102.xml
10193350,2003,20030102,xml_files\pa030102_10193350_20030102.xml
10204375,2003,20030102,xml_files\pa030102_10204375_20030102.xml
10177933,2003,20030102,xml_files\pa030102_10177933_20030102.xml
9896169,2003,20030102,xml_files\pa030102_09896169_20030102.xml
9891326,2003,20030102,xml_files\pa030102_09891326_20030102.xml
10192178,2003,20030102,xml_files\pa030102_10192178_20030102.xml
9999239,2003,20030102,xml_files\pa030102_09999239_20030102.xml
10168854,2003,20030102,xml_files\pa030102_10168854_20030102.xml
10222626,2003,20030102,xml_files\pa030102_10222626_20030102.xml
10141800,2003,20030102,xml_files\pa030102_10141800_20030102.xml
10061913,2003,20030102,xml_files\pa030102_10061913_20030102.xml
10200753,2003,20030102,xml_files\pa030102_10200753_20030102.xml
9833904,2003,20030102,xml_files\pa030102_09833904_20030102.xml
9858916,2003,20030102,xml_files\pa030102_09858916_20030102.xml
10079479,2003,20030102,xml_files\pa030102_10079479_20030102.xml
10182775,2003,20030102,xml_files\pa030102_10182775_20030102.xml
10073001,2003,20030102,xml_files\pa030102_10073001_20030102.xml
10182350,2003,20030102,xml_files\pa030102_10182350_20030102.xml
10150568,2003,20030102,xml_files\pa030102_10150568_20030102.xml
10132049,2003,20030102,xml_files\pa030102_10132049_20030102.xml
10047938,2003,20030102,xml_files\pa030102_10047938_20030102.xml
10114926,2003,20030102,xml_files\pa030102_10114926_20030102.xml
10126216,2003,20030102,xml_files\pa030102_10126216_20030102.xml
10002359,2003,20030102,xml_files\pa030102_10002359_20030102.xml
10073647,2003,20030102,xml_files\pa030102_10073647_20030102.xml
10166053,2003,20030102,xml_files\pa030102_10166053_20030102.xml
10175691,2003,20030102,xml_files\pa030102_10175691_20030102.xml
10176539,2003,20030102,xml_files\pa030102_10176539_20030102.xml
9976746,2003,20030102,xml_files\pa030102_09976746_20030102.xml
10213600,2003,20030102,xml_files\pa030102_10213600_20030102.xml
10223438,2003,20030102,xml_files\pa030102_10223438_20030102.xml
10141219,2003,20030102,xml_files\pa030102_10141219_20030102.xml
10195062,2003,20030102,xml_files\pa030102_10195062_20030102.xml
10004111,2003,20030102,xml_files\pa030102_10004111_20030102.xml
10227982,2003,20030102,xml_files\pa030102_10227982_20030102.xml
10218777,2003,20030102,xml_files\pa030102_10218777_20030102.xml
10223787,2003,20030102,xml_files\pa030102_10223787_20030102.xml
10035233,2003,20030102,xml_files\pa030102_10035233_20030102.xml
10174247,2003,20030102,xml_files\pa030102_10174247_20030102.xml
10174339,2003,20030102,xml_files\pa030102_10174339_20030102.xml
10054674,2003,20030102,xml_files\pa030102_10054674_20030102.xml
10178153,2003,20030102,xml_files\pa030102_10178153_20030102.xml
10174245,2003,20030102,xml_files\pa030102_10174245_20030102.xml
9826482,2003,20030102,xml_files\pa030102_09826482_20030102.xml
10168237,2003,20030102,xml_files\pa030102_10168237_20030102.xml
10168821,2003,20030102,xml_files\pa030102_10168821_20030102.xml
9877257,2003,20030102,xml_files\pa030102_09877257_20030102.xml
10143764,2003,20030102,xml_files\pa030102_10143764_20030102.xml
10172805,2003,20030102,xml_files\pa030102_10172805_20030102.xml
10214131,2003,20030102,xml_files\pa030102_10214131_20030102.xml
9918696,2003,20030102,xml_files\pa030102_09918696_20030102.xml
10098359,2003,20030102,xml_files\pa030102_10098359_20030102.xml
10109574,2003,20030102,xml_files\pa030102_10109574_20030102.xml
10197127,2003,20030102,xml_files\pa030102_10197127_20030102.xml
10218452,2003,20030102,xml_files\pa030102_10218452_20030102.xml
10126476,2003,20030102,xml_files\pa030102_10126476_20030102.xml
9893344,2003,20030102,xml_files\pa030102_09893344_20030102.xml
10169028,2003,20030102,xml_files\pa030102_10169028_20030102.xml
9914508,2003,20030102,xml_files\pa030102_09914508_20030102.xml
10097190,2003,20030102,xml_files\pa030102_10097190_20030102.xml
10113085,2003,20030102,xml_files\pa030102_10113085_20030102.xml
10122703,2003,20030102,xml_files\pa030102_10122703_20030102.xml
10135801,2003,20030102,xml_files\pa030102_10135801_20030102.xml
10141768,2003,20030102,xml_files\pa030102_10141768_20030102.xml
10153972,2003,20030102,xml_files\pa030102_10153972_20030102.xml
9980278,2003,20030102,xml_files\pa030102_09980278_20030102.xml
10014887,2003,20030102,xml_files\pa030102_10014887_20030102.xml
10159924,2003,20030102,xml_files\pa030102_10159924_20030102.xml
9925220,2003,20030102,xml_files\pa030102_09925220_20030102.xml
10064710,2003,20030102,xml_files\pa030102_10064710_20030102.xml
10226118,2003,20030102,xml_files\pa030102_10226118_20030102.xml
10113929,2003,20030102,xml_files\pa030102_10113929_20030102.xml
10228873,2003,20030102,xml_files\pa030102_10228873_20030102.xml
10164755,2003,20030102,xml_files\pa030102_10164755_20030102.xml
10143858,2003,20030102,xml_files\pa030102_10143858_20030102.xml
9929665,2003,20030102,xml_files\pa030102_09929665_20030102.xml
10112094,2003,20030102,xml_files\pa030102_10112094_20030102.xml
10151055,2003,20030102,xml_files\pa030102_10151055_20030102.xml
10183549,2003,20030102,xml_files\pa030102_10183549_20030102.xml
9884201,2003,20030102,xml_files\pa030102_09884201_20030102.xml
10168115,2003,20030102,xml_files\pa030102_10168115_20030102.xml
10184665,2003,20030102,xml_files\pa030102_10184665_20030102.xml
10213539,2003,20030102,xml_files\pa030102_10213539_20030102.xml
10105694,2003,20030102,xml_files\pa030102_10105694_20030102.xml
10218644,2003,20030102,xml_files\pa030102_10218644_20030102.xml
10209264,2003,20030102,xml_files\pa030102_10209264_20030102.xml
9862393,2003,20030102,xml_files\pa030102_09862393_20030102.xml
10103904,2003,20030102,xml_files\pa030102_10103904_20030102.xml
10104475,2003,20030102,xml_files\pa030102_10104475_20030102.xml
9399181,2003,20030102,xml_files\pa030102_09399181_20030102.xml
9558487,2003,20030102,xml_files\pa030102_09558487_20030102.xml
10039793,2003,20030102,xml_files\pa030102_10039793_20030102.xml
10084598,2003,20030102,xml_files\pa030102_10084598_20030102.xml
10092141,2003,20030102,xml_files\pa030102_10092141_20030102.xml
10105040,2003,20030102,xml_files\pa030102_10105040_20030102.xml
10131211,2003,20030102,xml_files\pa030102_10131211_20030102.xml
10132749,2003,20030102,xml_files\pa030102_10132749_20030102.xml
10156130,2003,20030102,xml_files\pa030102_10156130_20030102.xml
10191708,2003,20030102,xml_files\pa030102_10191708_20030102.xml
9896004,2003,20030102,xml_files\pa030102_09896004_20030102.xml
10168666,2003,20030102,xml_files\pa030102_10168666_20030102.xml
9892993,2003,20030102,xml_files\pa030102_09892993_20030102.xml
10168768,2003,20030102,xml_files\pa030102_10168768_20030102.xml
10187006,2003,20030102,xml_files\pa030102_10187006_20030102.xml
10088587,2003,20030102,xml_files\pa030102_10088587_20030102.xml
10163379,2003,20030102,xml_files\pa030102_10163379_20030102.xml
10169670,2003,20030102,xml_files\pa030102_10169670_20030102.xml
10182298,2003,20030102,xml_files\pa030102_10182298_20030102.xml
10175160,2003,20030102,xml_files\pa030102_10175160_20030102.xml
9894067,2003,20030102,xml_files\pa030102_09894067_20030102.xml
10166099,2003,20030102,xml_files\pa030102_10166099_20030102.xml
10169138,2003,20030102,xml_files\pa030102_10169138_20030102.xml
10181396,2003,20030102,xml_files\pa030102_10181396_20030102.xml
10022834,2003,20030102,xml_files\pa030102_10022834_20030102.xml
10083413,2003,20030102,xml_files\pa030102_10083413_20030102.xml
9747408,2003,20030102,xml_files\pa030102_09747408_20030102.xml
9864349,2003,20030102,xml_files\pa030102_09864349_20030102.xml
10177939,2003,20030102,xml_files\pa030102_10177939_20030102.xml
10136957,2003,20030102,xml_files\pa030102_10136957_20030102.xml
10136148,2003,20030102,xml_files\pa030102_10136148_20030102.xml
10190568,2003,20030102,xml_files\pa030102_10190568_20030102.xml
10191669,2003,20030102,xml_files\pa030102_10191669_20030102.xml
9681689,2003,20030102,xml_files\pa030102_09681689_20030102.xml
9834045,2003,20030102,xml_files\pa030102_09834045_20030102.xml
9872173,2003,20030102,xml_files\pa030102_09872173_20030102.xml
10085234,2003,20030102,xml_files\pa030102_10085234_20030102.xml
10206492,2003,20030102,xml_files\pa030102_10206492_20030102.xml
10219027,2003,20030102,xml_files\pa030102_10219027_20030102.xml
10138325,2003,20030102,xml_files\pa030102_10138325_20030102.xml
9953979,2003,20030102,xml_files\pa030102_09953979_20030102.xml
10059115,2003,20030102,xml_files\pa030102_10059115_20030102.xml
10056998,2003,20030102,xml_files\pa030102_10056998_20030102.xml
10168596,2003,20030102,xml_files\pa030102_10168596_20030102.xml
10151198,2003,20030102,xml_files\pa030102_10151198_20030102.xml
10142151,2003,20030102,xml_files\pa030102_10142151_20030102.xml
9878700,2003,20030102,xml_files\pa030102_09878700_20030102.xml
9885347,2003,20030102,xml_files\pa030102_09885347_20030102.xml
10144235,2003,20030102,xml_files\pa030102_10144235_20030102.xml
9914823,2003,20030102,xml_files\pa030102_09914823_20030102.xml
9880274,2003,20030102,xml_files\pa030102_09880274_20030102.xml
9842428,2003,20030102,xml_files\pa030102_09842428_20030102.xml
10053620,2003,20030102,xml_files\pa030102_10053620_20030102.xml
10137490,2003,20030102,xml_files\pa030102_10137490_20030102.xml
10178364,2003,20030102,xml_files\pa030102_10178364_20030102.xml
10139498,2003,20030102,xml_files\pa030102_10139498_20030102.xml
9818691,2003,20030102,xml_files\pa030102_09818691_20030102.xml
10103205,2003,20030102,xml_files\pa030102_10103205_20030102.xml
10144732,2003,20030102,xml_files\pa030102_10144732_20030102.xml
10180471,2003,20030102,xml_files\pa030102_10180471_20030102.xml
10178695,2003,20030102,xml_files\pa030102_10178695_20030102.xml
9789195,2003,20030102,xml_files\pa030102_09789195_20030102.xml
10163347,2003,20030102,xml_files\pa030102_10163347_20030102.xml
10168943,2003,20030102,xml_files\pa030102_10168943_20030102.xml
10224103,2003,20030102,xml_files\pa030102_10224103_20030102.xml
10230647,2003,20030102,xml_files\pa030102_10230647_20030102.xml
10182544,2003,20030102,xml_files\pa030102_10182544_20030102.xml
10064181,2003,20030102,xml_files\pa030102_10064181_20030102.xml
10182465,2003,20030102,xml_files\pa030102_10182465_20030102.xml
9895611,2003,20030102,xml_files\pa030102_09895611_20030102.xml
9935435,2003,20030102,xml_files\pa030102_09935435_20030102.xml
10224847,2003,20030102,xml_files\pa030102_10224847_20030102.xml
10181032,2003,20030102,xml_files\pa030102_10181032_20030102.xml
10182383,2003,20030102,xml_files\pa030102_10182383_20030102.xml
10123876,2003,20030102,xml_files\pa030102_10123876_20030102.xml
10237479,2003,20030102,xml_files\pa030102_10237479_20030102.xml
10147036,2003,20030102,xml_files\pa030102_10147036_20030102.xml
10133053,2003,20030102,xml_files\pa030102_10133053_20030102.xml
9894537,2003,20030102,xml_files\pa030102_09894537_20030102.xml
10175642,2003,20030102,xml_files\pa030102_10175642_20030102.xml
10174146,2003,20030102,xml_files\pa030102_10174146_20030102.xml
9897008,2003,20030102,xml_files\pa030102_09897008_20030102.xml
10181885,2003,20030102,xml_files\pa030102_10181885_20030102.xml
10186832,2003,20030102,xml_files\pa030102_10186832_20030102.xml
9896712,2003,20030102,xml_files\pa030102_09896712_20030102.xml
9897588,2003,20030102,xml_files\pa030102_09897588_20030102.xml
9831379,2003,20030102,xml_files\pa030102_09831379_20030102.xml
9894406,2003,20030102,xml_files\pa030102_09894406_20030102.xml
10058504,2003,20030102,xml_files\pa030102_10058504_20030102.xml
9892261,2003,20030102,xml_files\pa030102_09892261_20030102.xml
10163466,2003,20030102,xml_files\pa030102_10163466_20030102.xml
10228975,2003,20030102,xml_files\pa030102_10228975_20030102.xml
10186434,2003,20030102,xml_files\pa030102_10186434_20030102.xml
10078749,2003,20030102,xml_files\pa030102_10078749_20030102.xml
10210944,2003,20030102,xml_files\pa030102_10210944_20030102.xml
10224251,2003,20030102,xml_files\pa030102_10224251_20030102.xml
10238157,2003,20030102,xml_files\pa030102_10238157_20030102.xml
9880420,2003,20030102,xml_files\pa030102_09880420_20030102.xml
10224863,2003,20030102,xml_files\pa030102_10224863_20030102.xml
10189895,2003,20030102,xml_files\pa030102_10189895_20030102.xml
9828521,2003,20030102,xml_files\pa030102_09828521_20030102.xml
10168644,2003,20030102,xml_files\pa030102_10168644_20030102.xml
10035756,2003,20030102,xml_files\pa030102_10035756_20030102.xml
10173868,2003,20030102,xml_files\pa030102_10173868_20030102.xml
10146270,2003,20030102,xml_files\pa030102_10146270_20030102.xml
9895415,2003,20030102,xml_files\pa030102_09895415_20030102.xml
10045492,2003,20030102,xml_files\pa030102_10045492_20030102.xml
9896572,2003,20030102,xml_files\pa030102_09896572_20030102.xml
10118865,2003,20030102,xml_files\pa030102_10118865_20030102.xml
10167389,2003,20030102,xml_files\pa030102_10167389_20030102.xml
9985142,2003,20030102,xml_files\pa030102_09985142_20030102.xml
9896539,2003,20030102,xml_files\pa030102_09896539_20030102.xml
10132519,2003,20030102,xml_files\pa030102_10132519_20030102.xml
10181822,2003,20030102,xml_files\pa030102_10181822_20030102.xml
10170497,2003,20030102,xml_files\pa030102_10170497_20030102.xml
10224427,2003,20030102,xml_files\pa030102_10224427_20030102.xml
9232682,2003,20030102,xml_files\pa030102_09232682_20030102.xml
10228754,2003,20030102,xml_files\pa030102_10228754_20030102.xml
10181773,2003,20030102,xml_files\pa030102_10181773_20030102.xml
10160268,2003,20030102,xml_files\pa030102_10160268_20030102.xml
10181778,2003,20030102,xml_files\pa030102_10181778_20030102.xml
10209040,2003,20030102,xml_files\pa030102_10209040_20030102.xml
9897796,2003,20030102,xml_files\pa030102_09897796_20030102.xml
10044276,2003,20030102,xml_files\pa030102_10044276_20030102.xml
9895659,2003,20030102,xml_files\pa030102_09895659_20030102.xml
10230631,2003,20030102,xml_files\pa030102_10230631_20030102.xml
10180054,2003,20030102,xml_files\pa030102_10180054_20030102.xml
9894349,2003,20030102,xml_files\pa030102_09894349_20030102.xml
9646988,2003,20030102,xml_files\pa030102_09646988_20030102.xml
10234988,2003,20030102,xml_files\pa030102_10234988_20030102.xml
9753749,2003,20030102,xml_files\pa030102_09753749_20030102.xml
10108374,2003,20030102,xml_files\pa030102_10108374_20030102.xml
9892715,2003,20030102,xml_files\pa030102_09892715_20030102.xml
10151539,2003,20030102,xml_files\pa030102_10151539_20030102.xml
9832503,2003,20030102,xml_files\pa030102_09832503_20030102.xml
9179813,2003,20030102,xml_files\pa030102_09179813_20030102.xml
9923332,2003,20030102,xml_files\pa030102_09923332_20030102.xml
9897353,2003,20030102,xml_files\pa030102_09897353_20030102.xml
10218341,2003,20030102,xml_files\pa030102_10218341_20030102.xml
9824347,2003,20030102,xml_files\pa030102_09824347_20030102.xml
10178367,2003,20030102,xml_files\pa030102_10178367_20030102.xml
10231633,2003,20030102,xml_files\pa030102_10231633_20030102.xml
9897529,2003,20030102,xml_files\pa030102_09897529_20030102.xml
10142340,2003,20030102,xml_files\pa030102_10142340_20030102.xml
10224551,2003,20030102,xml_files\pa030102_10224551_20030102.xml
10125475,2003,20030102,xml_files\pa030102_10125475_20030102.xml
10166126,2003,20030102,xml_files\pa030102_10166126_20030102.xml
10181077,2003,20030102,xml_files\pa030102_10181077_20030102.xml
10162591,2003,20030102,xml_files\pa030102_10162591_20030102.xml
10122024,2003,20030102,xml_files\pa030102_10122024_20030102.xml
10024337,2003,20030102,xml_files\pa030102_10024337_20030102.xml
10161202,2003,20030102,xml_files\pa030102_10161202_20030102.xml
10169394,2003,20030102,xml_files\pa030102_10169394_20030102.xml
10121301,2003,20030102,xml_files\pa030102_10121301_20030102.xml
10217911,2003,20030102,xml_files\pa030102_10217911_20030102.xml
10171416,2003,20030102,xml_files\pa030102_10171416_20030102.xml
9895131,2003,20030102,xml_files\pa030102_09895131_20030102.xml
9886759,2003,20030102,xml_files\pa030102_09886759_20030102.xml
10159259,2003,20030102,xml_files\pa030102_10159259_20030102.xml
9482046,2003,20030102,xml_files\pa030102_09482046_20030102.xml
9355169,2003,20030102,xml_files\pa030102_09355169_20030102.xml
10087827,2003,20030102,xml_files\pa030102_10087827_20030102.xml
10146749,2003,20030102,xml_files\pa030102_10146749_20030102.xml
10173023,2003,20030102,xml_files\pa030102_10173023_20030102.xml
10190720,2003,20030102,xml_files\pa030102_10190720_20030102.xml
10234536,2003,20030102,xml_files\pa030102_10234536_20030102.xml
10128527,2003,20030102,xml_files\pa030102_10128527_20030102.xml
10138171,2003,20030102,xml_files\pa030102_10138171_20030102.xml
9894032,2003,20030102,xml_files\pa030102_09894032_20030102.xml
9355046,2003,20030102,xml_files\pa030102_09355046_20030102.xml
10208922,2003,20030102,xml_files\pa030102_10208922_20030102.xml
10156535,2003,20030102,xml_files\pa030102_10156535_20030102.xml
10125734,2003,20030102,xml_files\pa030102_10125734_20030102.xml
9983951,2003,20030102,xml_files\pa030102_09983951_20030102.xml
10182134,2003,20030102,xml_files\pa030102_10182134_20030102.xml
10077599,2003,20030102,xml_files\pa030102_10077599_20030102.xml
10173377,2003,20030102,xml_files\pa030102_10173377_20030102.xml
10181982,2003,20030102,xml_files\pa030102_10181982_20030102.xml
9880459,2003,20030102,xml_files\pa030102_09880459_20030102.xml
10197934,2003,20030102,xml_files\pa030102_10197934_20030102.xml
10218049,2003,20030102,xml_files\pa030102_10218049_20030102.xml
10168224,2003,20030102,xml_files\pa030102_10168224_20030102.xml
10182144,2003,20030102,xml_files\pa030102_10182144_20030102.xml
10217847,2003,20030102,xml_files\pa030102_10217847_20030102.xml
9863166,2003,20030102,xml_files\pa030102_09863166_20030102.xml
10109578,2003,20030102,xml_files\pa030102_10109578_20030102.xml
10217772,2003,20030102,xml_files\pa030102_10217772_20030102.xml
10126794,2003,20030102,xml_files\pa030102_10126794_20030102.xml
10013371,2003,20030102,xml_files\pa030102_10013371_20030102.xml
10013390,2003,20030102,xml_files\pa030102_10013390_20030102.xml
9818458,2003,20030102,xml_files\pa030102_09818458_20030102.xml
9892420,2003,20030102,xml_files\pa030102_09892420_20030102.xml
10010193,2003,20030102,xml_files\pa030102_10010193_20030102.xml
10175910,2003,20030102,xml_files\pa030102_10175910_20030102.xml
9886846,2003,20030102,xml_files\pa030102_09886846_20030102.xml
10007143,2003,20030102,xml_files\pa030102_10007143_20030102.xml
10181779,2003,20030102,xml_files\pa030102_10181779_20030102.xml
9883801,2003,20030102,xml_files\pa030102_09883801_20030102.xml
9362027,2003,20030102,xml_files\pa030102_09362027_20030102.xml
9881400,2003,20030102,xml_files\pa030102_09881400_20030102.xml
10152049,2003,20030102,xml_files\pa030102_10152049_20030102.xml
10232298,2003,20030102,xml_files\pa030102_10232298_20030102.xml
10175008,2003,20030102,xml_files\pa030102_10175008_20030102.xml
9882629,2003,20030102,xml_files\pa030102_09882629_20030102.xml
10201912,2003,20030102,xml_files\pa030102_10201912_20030102.xml
10178304,2003,20030102,xml_files\pa030102_10178304_20030102.xml
10018404,2003,20030102,xml_files\pa030102_10018404_20030102.xml
10120372,2003,20030102,xml_files\pa030102_10120372_20030102.xml
10181712,2003,20030102,xml_files\pa030102_10181712_20030102.xml
9887938,2003,20030102,xml_files\pa030102_09887938_20030102.xml
10139377,2003,20030102,xml_files\pa030102_10139377_20030102.xml
10228550,2003,20030102,xml_files\pa030102_10228550_20030102.xml
10212737,2003,20030102,xml_files\pa030102_10212737_20030102.xml
9894249,2003,20030102,xml_files\pa030102_09894249_20030102.xml
10233359,2003,20030102,xml_files\pa030102_10233359_20030102.xml
9896268,2003,20030102,xml_files\pa030102_09896268_20030102.xml
10152236,2003,20030102,xml_files\pa030102_10152236_20030102.xml
9894813,2003,20030102,xml_files\pa030102_09894813_20030102.xml
9896333,2003,20030102,xml_files\pa030102_09896333_20030102.xml
10162563,2003,20030102,xml_files\pa030102_10162563_20030102.xml
10181486,2003,20030102,xml_files\pa030102_10181486_20030102.xml
9894707,2003,20030102,xml_files\pa030102_09894707_20030102.xml
9996880,2003,20030102,xml_files\pa030102_09996880_20030102.xml
10231878,2003,20030102,xml_files\pa030102_10231878_20030102.xml
9884527,2003,20030102,xml_files\pa030102_09884527_20030102.xml
10038875,2003,20030102,xml_files\pa030102_10038875_20030102.xml
9897782,2003,20030102,xml_files\pa030102_09897782_20030102.xml
10185371,2003,20030102,xml_files\pa030102_10185371_20030102.xml
10151694,2003,20030102,xml_files\pa030102_10151694_20030102.xml
9892959,2003,20030102,xml_files\pa030102_09892959_20030102.xml
10118628,2003,20030102,xml_files\pa030102_10118628_20030102.xml
9903016,2003,20030102,xml_files\pa030102_09903016_20030102.xml
10147353,2003,20030102,xml_files\pa030102_10147353_20030102.xml
10181593,2003,20030102,xml_files\pa030102_10181593_20030102.xml
9896881,2003,20030102,xml_files\pa030102_09896881_20030102.xml
10185328,2003,20030102,xml_files\pa030102_10185328_20030102.xml
10188729,2003,20030102,xml_files\pa030102_10188729_20030102.xml
10072923,2003,20030102,xml_files\pa030102_10072923_20030102.xml
10141082,2003,20030102,xml_files\pa030102_10141082_20030102.xml
9896938,2003,20030102,xml_files\pa030102_09896938_20030102.xml
10181634,2003,20030102,xml_files\pa030102_10181634_20030102.xml
10222283,2003,20030102,xml_files\pa030102_10222283_20030102.xml
10180091,2003,20030102,xml_files\pa030102_10180091_20030102.xml
9879633,2003,20030102,xml_files\pa030102_09879633_20030102.xml
10086886,2003,20030102,xml_files\pa030102_10086886_20030102.xml
10172598,2003,20030102,xml_files\pa030102_10172598_20030102.xml
9863820,2003,20030102,xml_files\pa030102_09863820_20030102.xml
9884849,2003,20030102,xml_files\pa030102_09884849_20030102.xml
9959538,2003,20030102,xml_files\pa030102_09959538_20030102.xml
10170702,2003,20030102,xml_files\pa030102_10170702_20030102.xml
10137070,2003,20030102,xml_files\pa030102_10137070_20030102.xml
10142157,2003,20030102,xml_files\pa030102_10142157_20030102.xml
10143352,2003,20030102,xml_files\pa030102_10143352_20030102.xml
10136431,2003,20030102,xml_files\pa030102_10136431_20030102.xml
10223963,2003,20030102,xml_files\pa030102_10223963_20030102.xml
9928406,2003,20030102,xml_files\pa030102_09928406_20030102.xml
9892957,2003,20030102,xml_files\pa030102_09892957_20030102.xml
9895696,2003,20030102,xml_files\pa030102_09895696_20030102.xml
9895739,2003,20030102,xml_files\pa030102_09895739_20030102.xml
10024958,2003,20030102,xml_files\pa030102_10024958_20030102.xml
10093803,2003,20030102,xml_files\pa030102_10093803_20030102.xml
10185281,2003,20030102,xml_files\pa030102_10185281_20030102.xml
10186113,2003,20030102,xml_files\pa030102_10186113_20030102.xml
10149071,2003,20030102,xml_files\pa030102_10149071_20030102.xml
10079348,2003,20030102,xml_files\pa030102_10079348_20030102.xml
10230471,2003,20030102,xml_files\pa030102_10230471_20030102.xml
10153150,2003,20030102,xml_files\pa030102_10153150_20030102.xml
9999332,2003,20030102,xml_files\pa030102_09999332_20030102.xml
10173559,2003,20030102,xml_files\pa030102_10173559_20030102.xml
10178234,2003,20030102,xml_files\pa030102_10178234_20030102.xml
10143482,2003,20030102,xml_files\pa030102_10143482_20030102.xml
10113951,2003,20030102,xml_files\pa030102_10113951_20030102.xml
10066614,2003,20030102,xml_files\pa030102_10066614_20030102.xml
10168817,2003,20030102,xml_files\pa030102_10168817_20030102.xml
10219422,2003,20030102,xml_files\pa030102_10219422_20030102.xml
10219427,2003,20030102,xml_files\pa030102_10219427_20030102.xml
9778365,2003,20030102,xml_files\pa030102_09778365_20030102.xml
10069136,2003,20030102,xml_files\pa030102_10069136_20030102.xml
10165317,2003,20030102,xml_files\pa030102_10165317_20030102.xml
10209376,2003,20030102,xml_files\pa030102_10209376_20030102.xml
10085692,2003,20030102,xml_files\pa030102_10085692_20030102.xml
10102571,2003,20030102,xml_files\pa030102_10102571_20030102.xml
10099295,2003,20030102,xml_files\pa030102_10099295_20030102.xml
10129185,2003,20030102,xml_files\pa030102_10129185_20030102.xml
9832989,2003,20030102,xml_files\pa030102_09832989_20030102.xml
10174277,2003,20030102,xml_files\pa030102_10174277_20030102.xml
9893113,2003,20030102,xml_files\pa030102_09893113_20030102.xml
9895394,2003,20030102,xml_files\pa030102_09895394_20030102.xml
9948719,2003,20030102,xml_files\pa030102_09948719_20030102.xml
10066849,2003,20030102,xml_files\pa030102_10066849_20030102.xml
10230897,2003,20030102,xml_files\pa030102_10230897_20030102.xml
10190873,2003,20030102,xml_files\pa030102_10190873_20030102.xml
9894230,2003,20030102,xml_files\pa030102_09894230_20030102.xml
9895352,2003,20030102,xml_files\pa030102_09895352_20030102.xml
9893072,2003,20030102,xml_files\pa030102_09893072_20030102.xml
10148299,2003,20030102,xml_files\pa030102_10148299_20030102.xml
10223556,2003,20030102,xml_files\pa030102_10223556_20030102.xml
9895056,2003,20030102,xml_files\pa030102_09895056_20030102.xml
10167771,2003,20030102,xml_files\pa030102_10167771_20030102.xml
10162459,2003,20030102,xml_files\pa030102_10162459_20030102.xml
9896842,2003,20030102,xml_files\pa030102_09896842_20030102.xml
10228885,2003,20030102,xml_files\pa030102_10228885_20030102.xml
10171763,2003,20030102,xml_files\pa030102_10171763_20030102.xml
10169873,2003,20030102,xml_files\pa030102_10169873_20030102.xml
10163034,2003,20030102,xml_files\pa030102_10163034_20030102.xml
10185931,2003,20030102,xml_files\pa030102_10185931_20030102.xml
9898331,2003,20030102,xml_files\pa030102_09898331_20030102.xml
9973879,2003,20030102,xml_files\pa030102_09973879_20030102.xml
10169457,2003,20030102,xml_files\pa030102_10169457_20030102.xml
9987240,2003,20030102,xml_files\pa030102_09987240_20030102.xml
10178674,2003,20030102,xml_files\pa030102_10178674_20030102.xml
10235397,2003,20030102,xml_files\pa030102_10235397_20030102.xml
10177536,2003,20030102,xml_files\pa030102_10177536_20030102.xml
10169165,2003,20030102,xml_files\pa030102_10169165_20030102.xml
10182741,2003,20030102,xml_files\pa030102_10182741_20030102.xml
10213341,2003,20030102,xml_files\pa030102_10213341_20030102.xml
10125471,2003,20030102,xml_files\pa030102_10125471_20030102.xml
9881791,2003,20030102,xml_files\pa030102_09881791_20030102.xml
